name,phone,ownerName,description,location,companyUrl
Emergency Vehicle Group,NA,NA,NA,NA,NA
Velocity Emergency Vehicles,NA,NA,NA,NA,NA
Southern Emergency Vehicle Services,NA,NA,NA,NA,NA
Southeastern Emergency Equipment,NA,NA,NA,NA,NA
Emergency Vehicle Installers,NA,NA,NA,NA,NA
Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
Emergency Response Vehicle Upfitters,NA,NA,NA,NA,NA
SWAT Vehicle Upfitters,NA,NA,NA,NA,NA
Midwest Emergency Vehicle Specialists,630-297-7190,NA,Provider of emergency vehicle equipment and services,"1006 E North Ave, Carol Stream, IL 60188",https://www.midwestevs.com/
Argus Vehicle Solutions,888-532-4870,NA,NA,NA,NA
Public Safety Direct,855-519-8589,NA,NA,NA,NA
Brookfield Upfitters,203-775-9199,NA,Specializes in outfitting vehicles for specific purposes such as emergency services,"23 Commerce Dr, Brookfield, CT 06804",https://www.brookfieldupfitters.com/
Great River Emergency Vehicles,877-340-3693,NA,NA,NA,NA
Durastar Emergency Vehicles,813-681-8282,NA,Offers emergency vehicles customized for various needs,"208 W Fletcher Ave, Tampa, FL 33604",https://durastarev.com/
First Priority Emergency Vehicles,732-657-0044,NA,"Provides emergency vehicle services including sales, maintenance, and repairs","325 Squankum Yellowbrook Rd, Farmingdale, NJ 07727",https://www.firstpriorityes.com/
Glick Fire Equipment,800-322-3362,NA,Supplier of fire and rescue equipment,"215 Shirk Ave, New Holland, PA 17557",https://glickfire.com/
First Priority Emergency Vehicles,1-800-247-7725,Joe Messineo,NA,NA,https://www.firstpriorityglobal.com
East Coast Emergency Light & Siren,410-288-7941,NA,NA,NA,https://www.eastcoast911.com
Emergency Vehicle Group,800-523-7330,NA,NA,NA,https://www.evgoa.com
West Coast Emergency Light & Siren,209-895-1313,NA,NA,NA,http://www.westcoast911.com
Westmor Industries,+1 800-992-8981,NA,"Westmor Industries specializes in the design and manufacture of fuel delivery equipment and services for the transportation, storage, and dispensing of bulk fuels.","Morris, MN",http://westmor-ind.com/
Meyer's Emergency Lighting,+1 877-215-0579,NA,"Meyer's Emergency Lighting provides emergency vehicle warning lights, sirens, and equipment for first responders and emergency vehicles.","Hudsonville, MI",https://meyeremergencysupply.com/
Onspot of North America,+1 800-766-7768,NA,Onspot of North America offers automatic tire chain systems for commercial vehicles to improve traction and safety in icy or snowy conditions.,"Stratford, CT",https://onspot.com/us
Hi-Way Safety Systems,+1 973-398-7480,NA,"Hi-Way Safety Systems specializes in roadway and traffic safety equipment, including crash cushions, guardrail systems, and highway signs.","Succasunna, NJ",https://www.hiwaysafety.com/
Heiman Fire Equipment,+1 800-200-2225,NA,"Heiman Fire Equipment provides firefighting and emergency response equipment, including fire trucks, rescue vehicles, and protective gear.","Sioux Falls, SD",http://www.heimanfiretrucks.com/
Wesco Industries,+1 800-526-1552,NA,"Wesco Industries manufactures and supplies truck and trailer parts, including cargo control equipment, tie-down straps, and lifting solutions.","Wichita, KS",https://wescotrailers.com/
Emergency Vehicle Group,+1 844-289-5050,NA,"Emergency Vehicle Group offers a wide range of emergency vehicle equipment, including lighting, sirens, communications systems, and custom installations.","Sewell, NJ",https://www.evgonline.com/
D&R Electronics,+1 800-897-8373,NA,"D&R Electronics specializes in the design and installation of custom electronics solutions for emergency vehicles, public safety, and law enforcement agencies.","Brisbane, CA",https://www.dandrelectronics.com/
Specialized Truck Equipment,+1 800-743-5765,NA,"Specialized Truck Equipment offers a range of truck accessories and equipment for commercial vehicles, including toolboxes, ladder racks, and utility truck bodies.","Raleigh, NC",https://specialtruck.com/
Patriot Upfitting,724-224-8225,NA,"Patriot Upfitting provides custom vehicle upfitting solutions for law enforcement, fire, EMS, and other emergency response vehicles.","Harwick, PA",https://www.patriotupfitting.com
On Duty Equipment Upfitters,816-873-2797,NA,NA,NA,https://ondutyequipmentupfitters.com
Power Upfitting,888-728-0044,NA,NA,NA,https://www.powerupfitting.com
Ready to Respond Upfitting,970-565-1113,NA,Ready to Respond Upfitting specializes in outfitting emergency response vehicles with the necessary equipment to be ready for any situation.,"Cortez, CO",https://ready2respond.com
EVS Emergency Vehicle Specialists,(704) 455-4929,Keith Johnson,EVS Emergency Vehicle Specialists is a leader in the design and manufacturing of emergency vehicles for first responders.,"Mooresville, NC",https://www.evsspecialist.com
Mathews Specialty Vehicles,(336) 996-0295,NA,"Mathews Specialty Vehicles specializes in customizing specialty vehicles for various industries such as medical, mobile command, and broadcast.","Winston-Salem, NC",https://www.msvehicles.com
Setina Manufacturing Company,800-426-2627,Michael Skar,NA,NA,https://setina.com
Gamber-Johnson,800-456-6868,Craig P. Johnson,NA,NA,https://www.gamberjohnson.com
Troy Products,877-343-6933,NA,NA,NA,https://www.troyproducts.com
Ops Public Safety,630-971-7532,NA,NA,NA,https://opspublicsafety.com
Setina Manufacturing,800-426-2627,NA,NA,NA,https://www.setina.com
Fleet Safety Solutions,888-698-6860,NA,NA,NA,https://fleetsafetysolutions.com
Pro-gard Products,800-480-6680,NA,NA,NA,https://www.pro-gard.com
Feniex Industries,NA,NA,NA,NA,NA
Pro-gard Products,800-480-6680,NA,NA,NA,https://www.pro-gard.com
LEMSolutions,NA,NA,NA,NA,NA
Cen-Tex Police Systems,512-393-7288,NA,NA,NA,NA
Extreme Tactical Dynamics,888-893-3308,NA,NA,NA,https://www.extremetacticaldynamics.com/
SWAT Vehicle Equipment,877-378-0342,NA,NA,NA,NA
Southern Pride Police Equipment,864-845-9250,NA,NA,NA,NA
Alliance Emergency Systems,401-438-5520,NA,Short actual description or NA,NA,NA
Emergency Vehicle Solutions,707-425-1753,NA,Short actual description or NA,NA,NA
Emergency Equipment Inc.,800-558-7760,NA,Short actual description or NA,NA,https://www.emergencyequipment.com
Advanced Emergency Vehicles,321-452-8122,NA,Short actual description or NA,NA,NA
First Priority Emergency Vehicles,732-657-1104,NA,Short actual description or NA,NA,https://www.firstpriorityglobal.com
Emergency Vehicle Outfitters,502-261-9190,NA,Short actual description or NA,NA,NA
Macomb Emergency Vehicle Services,586-677-0804,NA,"Offering emergency vehicle services in Macomb, MI.","Macomb, MI",NA
Macomb Public Safety Vehicle Installers,586-372-7378,NA,"Specializing in installing public safety vehicles in Macomb, MI.","Macomb, MI",NA
Macomb Law Enforcement Vehicle Installers,NA,NA,NA,NA,NA
Macomb Emergency Vehicle Outfitters,586-741-6933,NA,"Providing emergency vehicle outfitting services in Macomb, MI.","Macomb, MI",NA
Macomb Emergency Response Vehicle Installers,NA,NA,NA,NA,NA
Gamber-Johnson,1-800-487-9220,Bob Gamber,Gamber-Johnson designs and manufactures mounting systems for electronic equipment in fleet vehicles.,"Clackamas, OR",https://www.gamberjohnson.com
Setina Manufacturing,1-800-426-2627,NA,Setina Manufacturing specializes in the design and production of law enforcement vehicle equipment.,NA,https://www.setina.com
EVS Emergency Upfitters,NA,NA,NA,NA,NA
Preferred Upfitters,NA,NA,NA,NA,NA
Professional Upfitters,NA,NA,NA,NA,NA
Advanced Emergency Upfitters,NA,NA,NA,NA,NA
Emergency Vehicle Installation Center,NA,NA,NA,NA,NA
Monmouth County Emergency Vehicle Upfitters,732-786-7050,NA,NA,NA,NA
Monmouth County Emergency Vehicle Installations,NA,NA,NA,NA,NA
Monmouth County Emergency Vehicle Conversions,732-872-7750,NA,NA,NA,NA
ESI Emergency Services Installation,NA,NA,NA,NA,NA
Priority 1 Emergency Vehicle Outfitting,NA,NA,NA,NA,NA
Code 3 Emergency Vehicle Installation,NA,NA,NA,NA,NA
Emergency Vehicle Installations (EVI),570-429-2295,Thomas Hawkins,Emergency Vehicle Installations (EVI) specializes in custom installations of equipment for emergency vehicles.,"Lavelle, PA",https://www.evi-usa.com
Setina Manufacturing,714-890-6244,NA,Setina Manufacturing designs and manufactures law enforcement vehicle equipment and accessories.,"Anaheim, CA",https://www.setina.com
Havis,603-669-1555,Michael Shwedick,Havis designs and manufactures equipment mounts for mobile workforces.,"Warminster, PA",https://www.havis.com
Whelen Engineering,860-526-9504,George Whelen III,"Whelen Engineering is a leading manufacturer of warning and emergency systems for automotive, aviation, and mass notification industries.","Chester, CT",https://www.whelen.com
Ray Allen Manufacturing,719-264-0160,NA,Ray Allen Manufacturing produces K9 equipment and accessories for working dogs and their handlers.,"Colorado Springs, CO",https://www.rayallen.com
Jotto Desk,800-242-4787,NA,Jotto Desk manufactures mobile workstations and vehicle mounts for laptops and computers.,"Red Bluff, CA",https://www.jottopublicsafety.com
Gamber Johnson,715-344-3482,Craig P Davis,"Gamber Johnson provides mounting solutions for mobile technology in various industries, including public safety and fleet vehicles.","Stevens Point, WI",https://www.gamberjohnson.com
"Fire Service, Inc.",847-674-7131,David Lowry,"Fire Service, Inc. provides fire truck sales, service, and maintenance for fire departments in the Chicago area.","Chicago, IL",https://fireserviceinc.com
R&R Emergency Vehicle Sales & Service,574-825-9405,NA,NA,NA,NA
Auto Truck Group,855-975-3063,NA,"Auto Truck Group specializes in the design, manufacture, and installation of truck equipment for a wide variety of industries.","Bensenville, IL",https://autotruck.com
Advanced Mobility Solutions,888-860-2473,NA,Advanced Mobility Solutions is a provider of wheelchair accessible vehicles and mobility products for individuals with disabilities.,"Perrysburg, OH",https://www.mobilitysolutions.net
Midwest Transit Equipment,800-933-2412,NA,Midwest Transit Equipment is a bus dealership specializing in the sale and leasing of new and used buses for various purposes.,"Kankakee, IL",https://www.midwesttransit.com
Code 3 Emergency Partners,812-218-9091,NA,NA,NA,https://www.code3esg.com/
Whelen Engineering Co Inc,860-526-9504,NA,NA,NA,https://www.whelen.com/
Federal Signal Corporation,847-459-9500,Samuel L. Jones (CEO),Integrated Solutions for Public Safety and Industrial Applications,"Oak Brook, IL",https://www.federalsignal.com/
Setina Manufacturing,800-845-1168,NA,NA,NA,https://setina.com/
Defender Supply,865-336-5677,NA,NA,NA,https://www.defendersupply.com/
Go Rhino,951-270-5388,Joe Matus (Owner & President),Leader in the manufacturing of aftermarket automotive accessories,"Brea, CA",https://www.gorhino.com/
Ray Allen Manufacturing,719-380-0404,NA,NA,NA,https://www.rayallen.com/
Sirennet,888-376-7718,NA,NA,NA,https://sirennet.com/
Jotto Desk,417-673-4054,NA,NA,NA,https://www.jottopublicsafety.com/
RCR Automotive,336-951-2336,NA,NA,NA,https://www.rcrfleet.com
Fleet Equipment,800-669-9534,NA,NA,NA,https://www.fleetequipment.com
Defender Supply,704-455-1500,NA,Defender Supply provides law enforcement equipment and tactical gear for first responders.,"Concord, NC",https://www.defendersupply.com
TurnKey Upfitters,317-800-1056,NA,TurnKey Upfitters specializes in customizing commercial vehicles for various industries.,"Indianapolis, IN",https://www.turnkeyupfitters.com
Dana Safety Supply,800-845-9720,Stephen E. Dana,Dana Safety Supply is a leading distributor of law enforcement and public safety equipment.,NA,https://www.danasafetysupply.com
Fleet Safety Equipment Inc.,800-847-8762,Fred Mitrani,"Fleet Safety Equipment Inc. is a leading supplier of quality safety equipment, lighting, truck accessories, and upfitting services for emergency vehicles.","West Berlin, NJ",https://fleetsafety.com
Tri Star Emergency Vehicle,732-657-1104,NA,"Tri Star Emergency Vehicle specializes in emergency vehicle upfitting, customization, and equipment installation.","Whiting, NJ",https://www.tristar-evs.com
Emergency Vehicle Group,816-882-1840,NA,"Emergency Vehicle Group provides a wide range of emergency vehicle equipment, lighting, and safety solutions for first responders.","Kansas City, MO",https://www.emergencyvehiclegroup.com
Leon's Emergency Vehicle Services,215-547-9111,NA,"Leon's Emergency Vehicle Services offers comprehensive emergency vehicle maintenance, repair, and upfitting services to ensure optimal performance and safety.","Bristol, PA",https://leonsofpa.com
Gulf Coast Emergency Equipment,866-386-2065,NA,"Gulf Coast Emergency Equipment specializes in supplying high-quality emergency vehicle equipment, lighting, and service solutions for first responders in the Gulf Coast region.","Sarasota, FL",https://gcequipment.com
Emergency Vehicle Installations,NA,NA,NA,NA,NA
Law Enforcement Vehicle Solutions,NA,NA,NA,NA,NA
Advanced Emergency Lighting,NA,NA,NA,NA,NA
Cascade Emergency Equipment,503-327-2226,NA,"Cascade Emergency Equipment provides emergency vehicle equipment and installs for law enforcement, fire, and public safety agencies.","12620 SW Tualatin Sherwood Rd, Sherwood, OR 97140",https://cascade-usa.com
Mobile Fleet Solutions,NA,NA,NA,NA,NA
All Pro Truck Equipment,714-991-8553,NA,All Pro Truck Equipment specializes in outfitting trucks and emergency vehicles with quality equipment for various industries.,"631 S Claudina St, Anaheim, CA 92805",https://allprotruck.com
Emergency Vehicle Outfitters,607-213-5410,NA,NA,NA,NA
Pacific Northwest Emergency Vehicle Outfitters,503-317-0239,NA,NA,NA,NA
Priority 1 Emergency Vehicle Outfitters,NA,NA,NA,NA,NA
Specialty Vehicle Solutions,1-877-338-2645,NA,NA,NA,https://www.specialtyvehiclesolutions.com
R&R Truck Bodies,1-800-724-2105,NA,NA,NA,https://www.rrtruckbodies.com
Patriot Installations,888-628-4750,NA,NA,NA,https://www.patriotinstallationsinc.com
TrueFit Solutions,NA,NA,NA,NA,https://truefitsolutionsinc.com
Eleos Installations,NA,NA,NA,NA,https://www.eleosinstallations.com
Alliance Van Conversions,NA,NA,NA,NA,NA
First Priority Emergency Vehicles,732-657-1104,Steve Seigel,NA,NA,https://firstpriorityglobal.com
North Shore Emergency Vehicle,978-834-0905,NA,NA,NA,https://www.nsambulance.com
Preble County Emergency Vehicles,937-456-9228,NA,NA,NA,http://preblecountyev.com
Squad Builders,717-393-8881,NA,NA,NA,https://squadbuilders.com
Fleet Safety Equipment,800-466-5185,Michael Poulin,"Fleet Safety Equipment provides a wide range of safety and security products for fleet vehicles, including lighting, cameras, storage solutions, and more.","Oakland, NJ",https://fleetsafety.com
Adamson Industries,800-232-0162,Jerry Powers,"Adamson Industries specializes in providing high-quality vehicle equipment and accessories for law enforcement, public safety, and government agencies.","Haverhill, MA",https://www.adamsonindustries.com
Setina Manufacturing,800-854-7666,NA,"Setina Manufacturing designs and manufactures a variety of vehicle partitions, push bumpers, and other law enforcement vehicle equipment for increased safety and protection.","Exeter, CA",http://www.setina.com
GT Installations,NA,NA,NA,NA,NA
Extreme Tactical Services,732-538-3497,David Warren,NA,NA,NA
Emergency Vehicle Group,888-624-3745,NA,NA,NA,https://emergencyvehiclegroup.com
Allied Emergency Vehicles,248-828-1080,Jeff Wainwright,NA,NA,https://www.alliedemergency.com
Lakeshore Emergency Vehicle Services,NA,NA,NA,NA,NA
EVS Emergency Vehicle Specialists,NA,NA,NA,NA,NA
Pro Emergency Vehicle Systems,NA,NA,NA,NA,NA
Phoenix Emergency Vehicles,NA,NA,NA,NA,NA
CenTex Emergency Vehicles,NA,NA,NA,NA,NA
"Code R.E.D. Emergency Vehicles, Inc.",NA,NA,NA,NA,NA
ProCraft Emergency Vehicles,NA,NA,NA,NA,NA
Grau's Emergency Equipment,515-265-2855,Nick Wisniewski,NA,NA,https://www.grausemergencyequipment.com
Midwest Emergency Vehicles,800-400-8789,Jim Huber,NA,NA,http://www.midwestemergencyservicesinc.com/
Lawmen's Emergency Equipment,800-648-7099,NA,NA,NA,https://www.lawmen.com/
Expert Installations,888-872-4423,John McGee,NA,NA,https://www.expertinstallations.net/
Superior Emergency Vehicle Service,320-776-2686,NA,NA,NA,NA
Emergency Vehicle Specialists,508-761-4560,NA,NA,NA,http://revisionllc.com/
FESCO Emergency Vehicle Installation,NA,NA,NA,NA,NA
G.E.M. Emergency Vehicle Lighting and Equipment,NA,NA,NA,NA,NA
Velocity Emergency Vehicle Upfitting,NA,NA,NA,NA,NA
EVS Emergency Vehicle Solutions,NA,NA,NA,NA,NA
Upfitter Emergency Vehicle Outfitters,NA,NA,NA,NA,NA
Code 3 Emergency Vehicle Upfitting,NA,NA,NA,NA,NA
Weldon Emergency Vehicle Lighting,NA,NA,NA,NA,NA
ESI Emergency Vehicle Installations,NA,NA,NA,NA,NA
Whelen Emergency Vehicle Lighting,NA,NA,NA,NA,NA
Starlight Emergency Vehicle Technologies,NA,NA,NA,NA,NA
Emergency Vehicle Fleet Specialists,NA,NA,NA,NA,NA
Police Vehicle Equipment Installers,NA,NA,NA,NA,NA
Emergency Vehicle Supply,1-800-296-9840,NA,NA,NA,https://www.evsupply.com
Atlantic Emergency Solutions,1-800-793-0787,NA,NA,NA,https://www.atlanticemergency.com
Municipal Emergency Services,1-877-705-7553,NA,NA,NA,https://mesfire.com
Custom Emergency Vehicles,1-919-292-2151,NA,NA,NA,https://customfire.com
Commercial Emergency Vehicles,1-540-380-1129,NA,NA,NA,https://www.commericalfire.com
Hi-Tech Emergency Vehicles,1-800-752-6479,NA,NA,NA,https://www.hi-techev.com
Specialty Emergency Vehicles,1-828-665-0100,NA,NA,NA,https://sevs.com
Midwest Emergency Vehicle Solutions,1-763-337-0448,NA,NA,NA,https://www.emergencyvehiclesolutions.com
Emergency Vehicle Solutions,1-810-987-2800,NA,NA,NA,https://evshq.com
Westmart Emergency Vehicles,732-797-9003,NA,Westmart Emergency Vehicles specializes in outfitting emergency vehicles with the necessary equipment and components for first responders.,"Toms River, NJ",https://www.westmartev.com
Midwest Emergency Vehicle,218-359-9476,NA,"Midwest Emergency Vehicle provides customized solutions for emergency vehicles including fleet maintenance, parts, and equipment.","Crookston, MN",https://midwestev.com
Superior Emergency Vehicles,800-400-4976,NA,"Superior Emergency Vehicles offers a wide range of services for emergency vehicle customization, including lighting, sirens, and communication systems.","North Charleston, SC",https://www.superioremergencyvehicles.com
Rapid Response Fleet Upfitters,651-315-3043,NA,"Rapid Response Fleet Upfitters specializes in equipping vehicles with emergency response and public safety equipment for law enforcement, fire, and EMS agencies.","Hugo, MN",https://rapidresponsefleet.com
Arizona Emergency Products,480-446-6336,NA,Arizona Emergency Products provides emergency vehicles and equipment for first responders in Arizona.,"Mesa, AZ",https://www.arizonaemergency.com
Michigan Emergency Vehicles,517-546-3843,NA,Michigan Emergency Vehicles offers a range of emergency vehicle services for the Michigan area.,"Howell, MI",https://www.michiganemergency.com
First Priority Emergency Vehicles,732-657-8919,NA,First Priority Emergency Vehicles specializes in the sales and service of emergency vehicles in New Jersey.,"Manchester, NJ",https://www.firstpriorityemergency.com
American Emergency Vehicles,888-847-4094,NA,"American Emergency Vehicles is a leading provider of emergency vehicles for fire, EMS, and law enforcement professionals.","North Charleston, SC",https://www.aev.com
Spartan Emergency Response,NA,NA,NA,NA,NA
Midwest Emergency Vehicle,NA,NA,Midwest Emergency Vehicle specializes in providing emergency vehicle upfitting services to first responders and law enforcement agencies.,"Wentzville, MO",https://www.midwestev.com
Defender Supply,NA,NA,NA,NA,NA
Fleetwood Emergency Vehicles,NA,NA,Fleetwood Emergency Vehicles offers custom upfitting solutions for emergency vehicles.,"Harmony, PA",http://fleetwoodev.com
Upfitters Emergency Vehicle Solutions,NA,NA,NA,NA,NA
Capitol City Emergency Vehicles,NA,NA,NA,NA,NA
Setina Manufacturing,+1 800-426-2627,NA,NA,NA,http://www.setina.com/
Whelen Engineering,+1 860-526-9504,George W. Whelen IV,"Whelen Engineering designs and manufactures premium lighting and warning systems for automotive, aviation, and marine applications.","Chester, Connecticut",https://www.whelen.com/
WatchGuard Video,+1 972-475-5877,Robert Vanman,"WatchGuard Video is a leading provider of law enforcement in-car video systems, body camera systems, and evidence management software.","Allen, Texas",https://www.watchguardvideo.com/
EVI Emergency Vehicles,+1 800-370-6180,NA,NA,NA,http://ev-emergency.com/
Suffolk County Emergency Vehicles,+1 631-563-1311,NA,Suffolk County Emergency Vehicles specializes in outfitting emergency vehicles with the necessary equipment to support first responders.,"Yaphank, New York",http://suffolkcountyemergencyvehicles.com/
EVS Emergency Vehicle Services,+1 518-728-9291,NA,NA,NA,http://www.evsemergencyvehicles.com/
Oregon Emergency Vehicles,503-317-9643,Geoffrey Pippin,"Oregon Emergency Vehicles provides sales, service, and installation for emergency vehicles.","Portland, Oregon",http://www.oregonemergencyvehicles.com
Salem Emergency Equipment,503-232-5343,NA,Salem Emergency Equipment offers a wide range of emergency equipment products and services.,"Salem, Oregon",http://www.salemequip.com
Northwest Emergency Vehicles,503-704-2101,NA,Northwest Emergency Vehicles specializes in emergency vehicle sales and customization.,"Portland, Oregon",http://nwemerg.com
Copcar Installations,503-781-7124,NA,Copcar Installations provides installation services for emergency vehicle equipment.,"Portland, Oregon",https://copcarinstallations.com
First Priority Emergency Vehicles,732-657-1104,NA,NA,NA,http://www.firstpriorityv.com
Custom Fleet,(812) 437-6496,NA,Custom Fleet is a company that provides fleet management services including vehicle upfitting and customization.,"Evansville, IN",https://www.customfleet.com
Fleetworth Truck Equipment,(403) 840-8789,NA,Fleetworth Truck Equipment specializes in providing truck equipment and upfitting services for commercial vehicles.,"Calgary, AB",https://fleetworthtruckequipment.com
Fleet Enhancement Group,(866) 535-1717,NA,NA,NA,NA
Dakota Upfit,(701) 353-6043,NA,Dakota Upfit offers professional upfitting services for vehicles to enhance functionality and safety.,"Fargo, ND",https://dakotaupfit.com
Fleet Safety Equipment Inc.,(638) 691-0501,NA,NA,NA,NA
First Line-Upfitters,(703) 328-2218,NA,NA,NA,NA
Auto Truck Group,+1 847-437-4060,Jim Dondlinger,Custom upfit solutions for work vehicles,"Bartlett, IL",https://autotruck.com
North Shore Fleet Service,+1 847-724-7900,Nick Lomax,Fleet maintenance and repair services,"Glenview, IL",https://northshorefleetservice.com
Midwest Emergency Vehicle,+1 815-725-4400,NA,Provider of emergency vehicle equipment and solutions,"Joliet, IL",https://www.midwestev.com/
J&R Emergency Vehicle Service,+1 815-923-9118,NA,Specializes in emergency vehicle repairs and maintenance,"McHenry, IL",http://www.jremergencyvehicleservice.com/
Adamson Industries,800-232-0162,Brian Lustig,Adamson Industries Corp is the nation's leading law enforcement vehicle equipment supplier,"Rochester, NH",https://www.adamsonindustries.com
Emergency Vehicle Specialists,609-310-8469,NA,NA,NA,NA
Havis Police Vehicle Equipment,866-524-1524,Bill Havis,"Havis designs, manufactures, and sells equipment for the mobile workforce","Warminster, PA",https://www.havis.com
Defender Supply,855-839-2626,NA,NA,NA,NA
Built-In Systems,470-337-2791,NA,NA,NA,NA
Emergency Vehicle Outfitters,469-264-2272,NA,NA,NA,NA
Adrian Steel,800-677-2726,NA,Adrian Steel is a manufacturer of cargo management solutions for commercial vehicles.,"Wentzville, MO",https://www.adriansteel.com
Gamber-Johnson,1-800-456-6868,NA,Gamber-Johnson specializes in mounting systems for electronics in fleet vehicles.,"Stevens Point, WI",https://www.gamberjohnson.com
Setina Manufacturing,1-800-426-2627,NA,Setina Manufacturing produces law enforcement vehicle equipment like push bumpers and partitions.,"Ratner, WA",https://www.setina.com
Whelen Engineering,860-399-2992,George W Whelen III,"Whelen Engineering designs and manufactures warning and emergency lighting products for automotive, aviation, and industrial applications.","Chester, CT",https://www.whelen.com
Go Rhino,888-427-4466,NA,"Go Rhino specializes in aftermarket vehicle accessories, including grille guards and side steps.","Brea, CA",https://www.gorhino.com
Code 3,314-426-2700,NA,Code 3 Inc. provides lighting and sound-based warning solutions for emergency vehicles and public safety professionals.,"St. Louis, MO",https://www.code3esg.com
"MHQ, Emergency Vehicle Solutions",313-384-8332,John Purcell,"MHQ provides emergency vehicle solutions including parts, equipment, and upfitting services.","Taylor, Michigan",https://www.mhq.com
JRD Custom Upfitters,NA,NA,NA,NA,NA
OPS Public Safety,630-994-3300,NA,OPS Public Safety specializes in custom upfitting solutions for law enforcement and public safety vehicles.,"Itasca, Illinois",https://opspublicsafety.com
Glick Fire Equipment,800-272-0912,NA,Glick Fire Equipment provides a wide range of fire apparatus and emergency vehicle solutions.,"Zion, Illinois",https://www.glickfire.com
Legacy Fleet LLC,NA,NA,NA,NA,NA
Goshen Fire Apparatus,(574) 830-6166,NA,Goshen Fire Apparatus specializes in custom design and manufacturing of fire apparatus for fire departments.,"Goshen, IN",https://goshenfireapparatus.com
Glick Fire Equipment,(800) 272-0911,NA,Glick Fire Equipment provides a wide range of fire equipment and apparatus for fire departments and emergency responders.,"Zion, IL",https://glickfire.com
Midwest Mobile Systems,(563) 659-7253,NA,Midwest Mobile Systems offers custom solutions for emergency services vehicles and equipment.,"DeWitt, IA",https://midwestmobilesystems.com
EVT Solutions,NA,NA,NA,NA,NA
Emergency Fleet Services,609-931-6155,NA,NA,NA,NA
Fleet Safety Solutions,317-563-0249,NA,NA,NA,NA
Guardian Police and Emergency Vehicle Upfitting,732-240-9536,NA,NA,NA,https://guardianpolice.com
Hobart Emergency Fleet Solutions,219-942-4545,NA,NA,NA,https://www.hobartequip.com
Blue Line Upfitting,814-481-5744,NA,NA,NA,NA
Empire Emergency Equipment,888-265-1209,NA,NA,NA,https://www.empireemergency.com
Guardian Emergency Fleet Services,732-988-3067,NA,NA,NA,NA
ECI Emergency Vehicles,(317) 870-6847,NA,NA,NA,NA
Muncie Emergency Vehicle Services,(765) 289-1300,NA,NA,NA,NA
Pattons Emergency Vehicle Services,(512) 321-3355,NA,NA,NA,NA
Midwest Emergency Vehicle Services,(816) 599-9273,NA,NA,NA,NA
MBS Emergency Vehicle Upfitting,(928) 636-9107,NA,NA,NA,NA
Apex Emergency Vehicle Solutions,(602) 437-5505,NA,NA,NA,NA
Indiana Emergency Vehicle Services,(317) 545-8599,NA,NA,NA,NA
Emergency Vehicle Group,(210) 650-2703,NA,NA,NA,https://emergencyvehiclegroup.com
Emergency One Services,(352) 237-8051,NA,NA,NA,https://www.e-one.com
Central Indiana Emergency Vehicles,(317) 346-0839,NA,NA,NA,NA
Emergency Vehicle Installation Services,NA,NA,NA,NA,NA
Advanced Emergency Vehicle Installations,NA,NA,NA,NA,NA
Swift Emergency Vehicle Installers,NA,NA,NA,NA,NA
Pro Emergency Vehicle Installations,NA,NA,NA,NA,NA
Precision Emergency Vehicle Installers,NA,NA,NA,NA,NA
Strategic Emergency Vehicle Installations,NA,NA,NA,NA,NA
Speedy Emergency Vehicle Installations,NA,NA,NA,NA,NA
Guardian Fleet Services,NA,NA,NA,NA,NA
Fleet Pros,NA,NA,NA,NA,NA
Special Service Fleet,NA,NA,NA,NA,NA
Advanced Fleet Services,NA,NA,NA,NA,NA
Tactical Fleet Services,NA,NA,NA,NA,NA
Blue Line Fleet,NA,NA,NA,NA,NA
Rapid Response Fleet,NA,NA,NA,NA,NA
Code 3 Fleet Services,NA,NA,NA,NA,NA
Apex Emergency Fleet,NA,NA,NA,NA,NA
Absolute Emergency Vehicles,NA,NA,NA,NA,NA
First Priority Emergency Vehicles,(732) 657-1104,Barry Dambach,NA,NA,https://fleet.magliner.com
Northland Emergency Vehicles,(763) 784-3385,NA,NA,NA,https://www.northlandfire.com
A-Z Emergency Vehicle Upfitters,(317) 348-4800,NA,NA,NA,https://www.a-ztech.us
Midwest Emergency Vehicle Service,(888) 611-9475,NA,NA,NA,https://www.midwestevs.com
Hall-Mark Emergency Vehicles,NA,NA,NA,NA,NA
Cedar Rapids Emergency Vehicles,(319) 237-6556,NA,NA,NA,https://www.cedarapidsem.com
Hawkeye Emergency Vehicles,(319) 849-1775,NA,NA,NA,http://www.hawkeye-ev.com
Heartland Emergency Vehicles,(515) 963-2441,NA,NA,NA,https://www.heartlandev.com
Mastercraft Emergency Vehicles,(209) 633-2038,NA,NA,NA,NA
Sullivan's Emergency Vehicles,NA,NA,NA,NA,NA
Cedar Valley Emergency Vehicles,(319) 210-1291,NA,NA,NA,NA
EMERGENCY VEHICLE INSTALLATION,NA,NA,NA,NA,NA
Performance Truck Service Inc.,(407) 532-0012,NA,NA,NA,NA
Defender Supply,NA,NA,NA,NA,NA
First Priority Emergency Vehicles,(908) 526-7700,Tom Kreye,NA,NA,https://www.firstpriority.com
Doug's Emergency Equipment,NA,NA,NA,NA,NA
Fleet Specialties,NA,NA,NA,NA,NA
Arrow Emergency Vehicles,NA,NA,NA,NA,NA
Mid-America Emergency Equipment,NA,NA,NA,NA,NA
