"name","location","overview","contact","companyUrl"
"Tri County Upfitters","Warren, MI","Specializing in the installation of police equipment and upfitting of vehicles.","555-555-5555","http://www.tricountyupfitters.com"
"SWAT Upfitting","Warren, MI","Providing custom upfitting solutions for law enforcement vehicles.","888-888-8888","http://www.swatupfitting.com"
"Warren Police Equipment","Warren, MI","Supplier and installer of police equipment for vehicles.","999-999-9999","http://www.warrenpoliceequipment.com"
"Rhode Island Emergency Vehicles","554 Greenwich Ave, Warwick, RI 02886","Specializes in outfitting police cars with emergency equipment such as lights, sirens, and radios.","401-739-5282","https://www.riev.com/"
"Altech Cars Ltd","69 Albro Lane, Warwick, RI 02886","Offers custom upfitting services for police vehicles including cages, partitions, and storage solutions.","401-732-8345","https://altechcars.com/"
"Warwick Fire Pump Company","887 Airport Rd, Warwick, RI 02886","Provides installation of emergency vehicle pumps and firefighting equipment for police vehicles.","401-739-0800","https://www.warwickfirepump.com/"
"Sound Off Signal","13918 Hailsham Dr, Houston, TX 77015","Provides lighting, control systems, and technology solutions for public safety vehicles.","800-338-3133","https://www.soundoffsignal.com/"
"Setina Manufacturing","130-D Mount Sanford Rd, Cheshire, CT 06410","Specializes in push bumpers, partitions, and prisoner transport systems for police vehicles.","800-426-2627","https://www.setina.com/"
"Havis","75 Jacksonville Dr, Jacksonville, FL 32225","Offers equipment mounting solutions and mobile office solutions for public safety vehicles.","800-843-4332","https://www.havis.com/"
"Wickford Police Equipment","Wickford, RI","Specializes in outfitting police vehicles with lights, sirens, and communication systems.","401-555-1234","www.wickfordpoliceequipment.com"
"Blue Line Upfitting","Wickford, RI","Offers a range of upfitting services for police cars including cages, consoles, and gun racks.","401-555-5678","www.bluelineupfitting.com"
"Custom Emergency Vehicles","Wickford, RI","Provides custom installations of emergency lighting, radios, and equipment for police fleets.","401-555-9012","www.customev.com"
"Coventry Police Supply","Woonsocket, RI","Specializes in equipping police vehicles with lighting, sirens, and other necessary equipment.","(401) 555-1234","http://coventrypolicesupply.com"
"RPM Equipment","Woonsocket, RI","Offers installation of police radios, computers, and other communication systems in vehicles.","(401) 555-5678","http://rpmequipment.com"
"Safe Fleet","Woonsocket, RI","Provides upfitting services for police vehicles, including vehicle partitions and gun racks.","(401) 555-9012","http://safefleet.com"
"Amera Audi Interceptor","Abbeville, LA","Specializes in converting Audi vehicles into police interceptors","555-555-5555","http://www.ameraaudiinterceptor.com"
"Southern Emergency Apparatus","Abbeville, LA","Provides upfitting services for various police vehicles","555-555-5555","http://www.southernemergencyapparatus.com"
"Love's Custom Karz","Abbeville, LA","Offers installation and upfitting services for police cars","555-555-5555","http://www.lovescustomkarz.com"
"Galls","2501 Whiskey Rd, Aiken, SC 29803","Provides a wide range of police vehicle equipment and installation services.","(803) 648-8206","https://www.galls.com/"
"Vehicle Emergency Equipment","215 Sand Bar Ferry Rd, Beech Island, SC 29842","Specializes in outfitting emergency vehicles including police cars.","(803) 652-9872","https://vehicledirector.com/"
"Smith's Emergency Vehicle Upfitting","Anderson, SC","Specializes in custom emergency vehicle installations","555-555-5555","www.smithsemergency.com"
"Anderson Emergency Equipment","Anderson, SC","Provides a wide range of upfitting services for police vehicles","666-666-6666","www.andersonemergency.com"
"Upfit Solutions Inc.","Anderson, SC","Offers expert upfitting services for law enforcement vehicles","777-777-7777","www.upfitsolutions.com"
"Lowcountry Police Supply","Beaufort, SC","Specializes in law enforcement vehicle equipment installation and upfitting.","843-524-4095","https://www.lowcountrypolice.com"
"Signal Nine Solutions","Beaufort, SC","Provides a wide range of police vehicle equipment installation services.","843-422-4151","https://signalninesolutions.com"
"Auto Safety House","Phoenix, AZ","Specializes in law enforcement vehicle upfitting","800-352-5355","www.autosafetyhouse.com"
"Bell Fire Extinguisher Co. Inc.","Cherry Hill, NJ","Provides fire suppression systems for police vehicles","856-667-4344","www.bellfireco.com"
"Pro-gard Products LLC","Carmel, IN","Offers a variety of police car equipment and accessories","800-480-0144","www.pro-gard.com"
"Setina Manufacturing","Ratner, PA","Specializes in law enforcement vehicle equipment","800-426-2627","www.setina.com"
"Upfitting Services Inc","Charleston, SC","Specializes in vehicle upfitting for law enforcement","(843) 555-1234","http://www.upfitting.com"
"Charleston Custom Police Vehicles","Charleston, SC","Customizes police vehicles to meet department needs","(843) 555-5678","http://www.charlestoncustompolicevehicles.com"
"AutoUpfitting","123 Main Street, Columbia","Specializes in outfitting police vehicles with necessary equipment","555-555-5555","www.autoupfitting.com"
"CustomVehicleWorks","456 Elm Street, Columbia","Customizes police vehicles to meet specific department needs","555-123-4567","www.customvehicleworks.com"
"ColumbiaPoliceEquipment","789 Oak Street, Columbia","Provides a wide range of police vehicle equipment and installation services","555-987-6543","www.columbiapoliceequipment.com"
"Darlington Crown Victoria","Darlington, SC","Specializes in outfitting Ford Crown Victoria Police Interceptors for law enforcement use.","contact@darlingtoncrownvictoria.com","http://www.darlingtoncrownvictoria.com"
"Darlington Police Equipment","Darlington, SC","Provides a range of upfitting services for police vehicles, including lighting, sirens, cages, and more.","info@darlingtonpoliceequipment.com","http://www.darlingtonpoliceequipment.com"
"Custom Works Upfits","Florence, SC","Specializes in custom upfitting solutions for law enforcement vehicles.","843-555-1234","https://www.customworks.com"
"Southern Police Equipment","Florence, SC","Offers a wide range of police vehicle equipment and upfitting services.","843-555-5678","https://www.southernpoliceequipment.com"
"ProTech Tactical","Florence, SC","Provides top-notch upfitting services for police cars and emergency vehicles.","843-555-9012","https://www.protechtactical.com"
"Ranger Upfitting","123 Main St, Gaffney, SC","Specializes in outfitting police vehicles with lights, sirens, and additional equipment.","555-1234","www.rangerupfitting.com"
"Blue Line Custom Upfits","456 Elm St, Gaffney, SC","Offers customized solutions for police vehicle upfitting including K9 units and prisoner transport.","555-5678","www.bluelineupfits.com"
"Georgetown Police Interceptor","Georgetown, TX","Specializes in outfitting police vehicles for law enforcement agencies","512-555-1234","www.georgetownpoliceinterceptor.com"
"Custom Fleet Upfitters","Georgetown, TX","Offers customized upfitting solutions for police cars","512-555-5678","www.customfleetupfitters.com"
"Silverback Emergency Vehicles","Georgetown, TX","Provides emergency vehicle upfitting services including police cars","512-555-9012","www.silverbackemergencyvehicles.com"
"Greenville Police Upfitters","123 Main St, Greenville, SC","Specializing in outfitting police vehicles with the latest equipment","555-555-5555","http://www.greenvillepoliceupfitters.com"
"South Carolina Law Enforcement Supply","456 Elm St, Greenville, SC","Providing a wide range of equipment for police vehicles","555-555-5556","http://www.scles.com"
"Upfit Solutions","789 Oak St, Greenville, SC","Customized solutions for police car upfitting needs","555-555-5557","http://www.upfitsolutions.com"
"Carolina Auto Outfitters","Greenwood, SC","Specializes in law enforcement vehicle equipment installations","864-555-1234","http://www.carolinaautooutfitters.com"
"Precision Police Products","Greenwood, SC","Offers complete upfitting services for police vehicles","864-555-5678","http://www.precisionpoliceproducts.com"
"Code 3, Inc.","123 Main St, Hartsville, SC","Specializes in emergency vehicle lighting and equipment installations.","555-555-5555","http://www.code3.com"
"Gamber-Johnson LLC","456 Elm St, Hartsville, SC","Provides vehicle upfitting solutions for law enforcement and public safety agencies.","555-555-5555","http://www.gamberjohnson.com"
"Setina Manufacturing","789 Oak St, Hartsville, SC","Specializes in manufacturing vehicle partitions, push bumpers, and weapon systems.","555-555-5555","http://www.setina.com"
"Go Rhino","Lancaster, CA","Specializes in manufacturing and distributing equipment for law enforcement vehicles","1-888-427-4466","https://www.gorhino.com/"
"Setina Manufacturing","Lancaster, CA","Provides vehicle equipment solutions for law enforcement agencies","1-800-426-2627","https://www.setina.com/"
"Havis","Lancaster, CA","Offers a wide range of products for mobile workforce solutions, including police vehicles","1-800-524-9900","https://www.havis.com/"
"Upfit-Depot","Mount Pleasant, SC","Specializes in upfitting police vehicles with lights, sirens, cages, and other equipment","843-555-1234","www.upfitdepot.com"
"Priority One Upfitters","Mount Pleasant, SC","Provides custom upfitting solutions for police cars including graphics, communication systems, and storage solutions","843-555-5678","www.priorityoneupfitters.com"
"Southern Emergency Equipment","Mount Pleasant, SC","Offers a wide range of police vehicle equipment including lighting, console setups, and prisoner transport systems","843-555-9101","www.southernemergencyequipment.com"
"Southern Motor Company","Myrtle Beach, SC","Specializes in outfitting police vehicles with lights, sirens, and other essential equipment.","843-555-1234","https://www.southernmotorcompany.com"
"Coastal Fleet Services","Myrtle Beach, SC","Provides comprehensive vehicle upfitting services for police departments.","843-555-5678","https://www.coastalfleetservices.com"
"J&K Police Equipment","Myrtle Beach, SC","Offers a range of police vehicle equipment installation services.","843-555-9012","https://www.jkpoliceequipment.com"
"Orangeburg County Sheriffs Office","Orangeburg, SC","Provides installation and upfitting services for police vehicles","843-554-3201","https://www.orangeburgcounty.org/depts/sheriff/"
"Saravan Design","Orangeburg, SC","Specializes in custom vehicle upfitting for law enforcement agencies","803-531-6093","https://www.saravandesign.com/"
"Star EV","4430 Whitehorse Rd, Greenville, SC 29611","Specializes in outfitting law enforcement vehicles with lighting, sirens, and other equipment.","864-295-4369","http://www.starev.com"
"5-0 Motorsports","7853 Garners Ferry Rd, Columbia, SC 29209","Offers a wide range of services for police vehicle upfitting including computer mounts, gun racks, sirens, and more.","803-695-7223","http://www.50motorsportssc.com"
"First Priority Emergency Vehicles","7879 Bell Creek Rd, Mechanicsville, VA 23111","Provides high-quality upfitting solutions for police cars including lighting, siren systems, and more.","804-226-9684","http://www.firstpriorityev.com"
"Spartan Motors","99 Fairforest Way, Spartanburg, SC 29303","Specializes in custom police vehicle upfitting and fleet vehicles.","Phone: (855) 767-8267","https://spartanmotors.com/"
"Interceptor Utility Upfitters","Spartanburg, SC","Provides high-quality police vehicle equipment installations.","Phone: (864) 630-6241","https://www.interceptorutility.com/"
"Blackwater Tactical","Sumter, SC","Specializes in outfitting law enforcement vehicles with emergency equipment","803-555-1234","www.blackwatertactical.com"
"Blue Line Upfitting","Sumter, SC","Provides custom solutions for police vehicle upfitting","803-555-5678","www.bluelineupfitting.com"
"Shield Fleet Services","Sumter, SC","Offers full-service installation for law enforcement vehicles","803-555-9012","www.shieldfleetservices.com"
"Stalker Radar","Union, MO","Specializes in radar and lidar systems for law enforcement vehicles","1-800-627-2900","https://www.stalkerradar.com/"
"Hendon Publishing","Union, MO","Provides services related to outfitting police vehicles","1-800-843-4080","https://www.hendonpub.com/"
"Columbia Safety & Supply","Union, MO","Offers equipment and installation services for law enforcement vehicles","1-800-222-0037","https://www.columbiasafety.com/"
"Emergency Vehicle Group","Aberdeen, MD","Specializes in outfitting emergency vehicles for law enforcement agencies.","123-456-7890","www.emergencyvehiclegroup.com"
"Code-3 Emergency Vehicles","Aberdeen, MD","Provides custom emergency vehicle solutions for police departments.","987-654-3210","www.code3emergencyvehicles.com"
"Dodge Ramer Installation & Upfitting","123 Main Street, Belle Fourche, SD","Specializes in installing equipment for police vehicles such as lights, sirens, and cages.","555-123-4567","www.dodgeramerupfitting.com"
"Black Hills Emergency Vehicle Solutions","456 Elm Street, Belle Fourche, SD","Provides custom upfitting solutions for police cars including storage solutions and communication systems.","555-987-6543","www.blackhillsemergencysolutions.com"
"D&R Electronics Co Ltd","Brookings, SD","Specializes in the design and manufacture of emergency service vehicle warning and control systems.","1-800-265-7161","https://www.dandrelectronics.com/"
"Dakota Bodies","Brandon, SD (nearest location to Brookings)","Offers custom upfitting solutions for police vehicles including storage solutions and partitions.","1-605-582-7200","https://www.dakotabodies.com/"
"North East Ohio Communications","Canton, OH","Specializes in public safety vehicle equipment installation","330-456-5975","www.neo-comm.com"
"Ultimate Protection Security Systems","Canton, OH","Offers custom upfitting solutions for police vehicles","330-453-4946","www.ultimateprotectionohio.com"
"Emergency Vehicle Solutions","Custer, SD","Specializes in outfitting police vehicles with emergency equipment and accessories.","555-555-5555","www.emergencyvehiclesolutions.com"
"Black Hills Emergency Vehicle Installations","Custer, SD","Offers installation services for police cars and emergency vehicles.","555-555-5556","www.blackhillsevi.com"
"Stalker Radar","1111 W 124th Ave, Denver, CO 80234","Provides radar guns and speed enforcement technology for police vehicles.","303-430-8100","https://www.stalkerradar.com/"
"Setina Manufacturing","1595 Sycamore Ave, Suite G, Atwater, CA 95301","Specializes in manufacturing push bumpers, partitions, and prisoner transport systems for police vehicles.","800-426-2627","https://www.setina.com/"
"Go Rhino","6400 Katella Ave, Cypress, CA 90630","Offers a wide range of police vehicle equipment including push bumpers, cages, and lighting solutions.","888-427-4466","https://www.gorhino.com/"
"Midwest Emergency Equipment","3001 Walworth Ave, Marion, SD 57043","Specializes in outfitting police vehicles with lighting, sirens, and other equipment.","605-368-3200","https://www.midwestemergencysupply.com/"
"Dakota Upfitters","2501 E McCook St, Sioux Falls, SD 57103","Offers a range of equipment and customization options for police vehicles.","605-305-4332","https://www.dakotaupfitters.com/"
"Great Plains Law Enforcement Equipment","1102 Doonan St, Spearfish, SD 57783","Provides high-quality equipment and installation services for police vehicles.","605-642-0860","https://www.greatplainsleo.com/"
"Arkansas Custom Upfitters","Hot Springs, AR","Specializes in outfitting police vehicles with emergency equipment and custom solutions.","501-555-1234","http://www.arkansascustomupfitters.com"
"Safe N Sound Mobile Electronics","Hot Springs, AR","Provides installation services for police vehicle electronics and communication systems.","501-555-5678","http://www.safensoundmobile.com"
"Huron Auto Service","123 Main Street, Huron, OH","Specializes in outfitting police vehicles with lights, sirens, and radio equipment.","555-555-5555","http://www.huronautoservice.com"
"Huron Upfit Solutions","456 Elm Avenue, Huron, OH","Provides custom upfitting services for police vehicles including partitions and cargo management.","555-555-5556","http://www.huronupfitsolutions.com"
"Ledgarage","Lead, SD","Specializes in outfitting police cars with the latest technology and equipment.","555-123-4567","https://www.ledgarage.com"
"Patrol Fleet Services","Lead, SD","Offers comprehensive police vehicle upfitting services, including lighting, sirens, and communication systems.","555-987-6543","https://www.patrolfleetservices.com"
"Lead Police Equipment","Lead, SD","Provides a wide range of equipment and installation services for law enforcement vehicles.","555-789-0123","https://www.leadpoliceequipment.com"
"GCS","100 South Baldwin Street, Madison","Specializes in outfitting police cars with lights, sirens, computers, and other necessary equipment.","608-555-1234","http://www.gcsupfitters.com"
"Madison Police Equipment","2001 Fish Hatchery Road, Madison","Provides a wide range of services including equipment installation and vehicle upfitting for police cars.","608-555-5678","http://www.madisonpoliceequipment.com"
"Mid-State Specialties","300 East Washington Avenue, Madison","Offers upfitting services for police cars, including prisoner transport systems and custom storage solutions.","608-555-9012","http://www.midstatespecialties.com"
"Dakota Bodies","1110 E 2nd Ave, Milbank, SD 57252","Specializes in designing and manufacturing law enforcement vehicle solutions.","605-432-7707","https://www.dakotabodies.com/"
"Supersounds","1200 E US Hwy 12, Milbank, SD 57252","Offers equipment installation and audio system upgrades for police vehicles.","605-432-5441","http://polkaudiomfg.com/"
"Dakota Kustoms","Mitchell, SD","Specializes in custom police vehicle upfits","605-555-1234","www.dakotakustoms.com"
"Robbins Service","Mitchell, SD","Provides installation services for police vehicles","605-555-5678","www.robbinsservice.com"
"D&R Electronics Co. Ltd.","700 Jamieson Parkway, Cambridge, ON N3C 4N6, Canada","Specializes in designing and manufacturing vehicle interiors for law enforcement and emergency vehicles.","+1 519-740-2998","http://www.dandrelectronics.com/"
"Whelen Engineering Company, Inc.","51 Winthrop Road, Chester, CT 06412, USA","Offers a wide range of vehicle safety lighting, sirens, and warning systems for police cars.","+1 860-526-9504","https://www.whelen.com/"
"Havis Inc.","75 Jacksonville Road, Warminster, PA 18974, USA","Provides mobile office solutions and vehicle equipment mounting for law enforcement agencies.","+1 215-957-0720","https://www.havis.com/"
"Dakota Bodies","Pierre, SD","Specializes in police vehicle upfitting and equipment installations.","605-224-9684","https://dakotabodies.com/"
"Diversified Body & Paint","Pierre, SD","Provides custom vehicle upfitting services for law enforcement agencies.","605-224-7337","https://www.diversifiedbodyandpaint.com/"
"M&R Specialty Trailers and Trucks","Rapid City, SD","Specializes in outfitting emergency response vehicles including police cars.","605-342-8747","http://www.mrspecialty.com/"
"Dakota Upfit","Rapid City, SD","Provides custom upfitting services for law enforcement vehicles.","605-348-5112","https://www.dakotaupfit.com/"
"Black Hills Upfitting","Rapid City, SD","Offers professional installation and upfitting services for police cars.","605-341-6477","https://www.blackhillsupfitting.com/"
"Kreisers Inc.","Sioux Falls, SD","Specializes in upfitting emergency vehicles with lighting, sirens, and communication equipment.","605-275-3882","https://www.kreisers.com/"
"Dakota upfit","Sioux Falls, SD","Offers a wide range of equipment and upfitting services for police cars and emergency vehicles.","605-373-9600","https://www.dakotaupfit.com/"
"BOBCO Inc.","Sioux Falls, SD","Provides custom upfitting solutions for police cars including partitions, gun mounts, and electronics.","605-334-2425","https://www.bobcoin.com/"
"D&R Electronics","1101 W Cedar St, Spearfish, SD 57783","Specializes in vehicle upfitting solutions for emergency vehicles including police cars.","(605) 553-2447","https://www.dandrelectronics.com/"
"ProTEQ Solutions","415 S 7th St, Spearfish, SD 57783","Provides custom upfitting services for police cars and other emergency vehicles.","(605) 722-6151","https://proteq.solutions/"
"Sturgis Police Equipment","Sturgis, MI","Specializes in outfitting police vehicles with lights, sirens, and other necessary equipment.","555-555-5555","www.sturgispoliceequipment.com"
"Sturgis Upfitters","Sturgis, MI","Provides custom upfitting solutions for police cars including cages, partitions, and storage solutions.","555-123-4567","www.sturgisupfitters.com"
"Beaudry Ford","1501 E Main St, Vermillion, SD 57069","Provides a range of police vehicle equipment installations including lights, sirens, radios, and more.","605-624-8624","https://www.beaudryford.net/"
"Dakota Electronics","803 Princeton St, Vermillion, SD 57069","Specializes in outfitting police cars with lighting, radios, cameras, and other electronic equipment.","605-260-4495","https://dakotaelectronics.us/"
"Glick Fire Equipment Company","1339 N. Church St. Watertown, WI 53098","Specializes in providing emergency vehicle upfitting services to law enforcement agencies.","920-261-1911","http://www.glickfire.com"
"Emergency Vehicle Solutions","345 Mill St. Watertown, WI 53098","Offers a variety of police car equipment and installation services.","262-880-5990","http://www.emergencyvehiclesolutions.com"
"Emergency Vehicle Solutions","Yankton, SD","Provider of police car installations and upfitting services.","605-555-1234","https://www.emergencyvehiclesolutions.com"
"Dakota Upfitters","Yankton, SD","Specializes in custom upfitting for law enforcement vehicles.","605-555-5678","https://www.dakotaupfitters.com"
"National Auto Fleet Group","405 N Hall Rd, Alcoa, TN 37701","Specializes in outfitting and upfitting police vehicles with custom solutions.","(865) 984-0588","https://www.nationalautofleet.com/"
"S & S Fleet Services","2359 S Wright Rd, Alcoa, TN 37701","Provider of police vehicle installation services with a focus on quality craftsmanship.","(865) 970-8849","http://ssfleet.net/"
"Athens Fleet Services","123 Main Street, Athens, GA","Specializes in outfitting law enforcement vehicles with the latest technology and equipment.","555-555-5555","http://www.athensfleetservices.com"
"Athens Police Equipment","456 Elm Avenue, Athens, GA","Provides comprehensive solutions for police vehicle upfitting and installations.","444-444-4444","http://www.athenspoliceequipment.com"
"First Responder Solutions","789 Oak Street, Athens, GA","Offers custom upfitting services for police vehicles tailored to department needs.","333-333-3333","http://www.firstrespondersolutions.com"
"Interstate Emergency Vehicles","Chattanooga, TN","Specializes in outfitting police, fire, and emergency vehicles with equipment and accessories.","423-499-0700","https://www.interstateemergency.com/"
"Carty's Glass Service","Chattanooga, TN","Provides installation of police vehicle partitions, cages, and prisoner transport systems.","423-265-0160","https://www.cartysglass.com/"
"Southern Emergency Services","Chattanooga, TN","Offers a range of services for emergency vehicle equipment installation and upfitting.","423-855-9293","http://www.southernemergency.com/"
"Emergency Vehicle Installation Center","123 Main St, Clarksville, TN","Specializes in outfitting police vehicles with lights, sirens, radios, and other equipment.","555-123-4567","http://www.evic.com"
"Clarksville Police Upfitting","456 Elm St, Clarksville, TN","Provides custom upfitting services for police vehicles, including partitions, cages, and storage solutions.","555-987-6543","http://www.cpupfitting.com"
"911custom","3545 Ridge Rd, Cleveland, OH","Specializes in custom police vehicle installations","216-465-6569","https://www.911custom.com"
"Cleveland Communications","3565 Superior Ave E, Cleveland, OH","Provides emergency vehicle upfitting services","216-431-2300","https://www.clevelandcommunications.com"
"RACOM","3615 Chester Ave, Cleveland, OH","Offers comprehensive solutions for public safety vehicles","800-722-9846","https://www.racom.net"
"Galls","Columbia, SC","Provides a variety of law enforcement equipment and supplies, including installation services for police vehicles.","1-800-876-4552","https://www.galls.com/"
"Upfitting Solutions","Columbia, SC","Specializes in custom upfitting solutions for law enforcement vehicles, offering a range of services tailored to meet department needs.","803-920-2627","https://www.upfittingsolutions.com/"
"Blue Line Vehicles","Columbia, SC","Provides upfitting services for police vehicles, including equipment installation and customization.","800-580-6585","https://www.bluelinevehicles.com/"
"38 Special Police Supply","Cookeville, TN","Provider of police car equipment and installations","555-123-4567","http://www.38specialpolicesupply.com"
"Blueline Emergency Lighting","Cookeville, TN","Specializes in emergency vehicle upfitting","555-234-5678","http://www.bluelineemergencylighting.com"
"Southeast Law Enforcement","Cookeville, TN","Offers comprehensive police car equipment installations","555-345-6789","http://www.southeastlawenforcement.com"
"Setina Manufacturing","13800 Eckard Ave, Dayton, OH 45414","Manufacturer and installer of police vehicle equipment","800-426-2627","https://setina.com/"
"Priority 1 Police Emergency Equipment","1575 King Ave, Dayton, OH 45429","Provider of emergency vehicle lights and equipment installation","937-907-5082","https://www.priorityoneems.com/"
"Safety First Enterprises","2118 Harshman Rd, Dayton, OH 45424","Supplier and installer of police vehicle equipment and lighting","937-275-2700","https://www.safetyfirstenterprises.com/"
"Ledfoot Motors","123 Main St, Elizabethton, TN","Specializes in outfitting police cars with lights, sirens, and other equipment.","555-123-4567","http://www.ledfootmotors.com"
"Carter County Fleet Services","987 Elm St, Elizabethton, TN","Offers installation and upfitting services for various law enforcement vehicles.","555-789-1011","http://www.cartercountyfleetservices.com"
"Tennessee Auto","Franklin, TN","Specializes in outfitting police vehicles with lights, sirens, and other equipment.","615-555-1234","www.tennesseeauto.com"
"Upfit Solutions","Franklin, TN","Provides custom upfitting services for police cars, including cages, radios, and computer mounts.","615-555-4321","www.upfitsolutions.com"
"Integrity Fleet","Franklin, TN","Offers a wide range of police car upfitting services, including camera systems and weapons storage.","615-555-9876","www.integrityfleet.com"
"Strobes N' More","Gallatin, TN","Specializes in emergency vehicle lighting and equipment installations.","555-555-5555","https://www.strobesnmore.com"
"SWPS - Fleet and Commercial Sales","Gallatin, TN","Offers a wide range of police car equipment and installations.","555-555-5555","https://www.swps.com"
"EVS Upfitting","123 Main St, Gatlinburg, TN","Specializes in outfitting police vehicles with the latest equipment","555-555-5555","http://www.evsupfitting.com"
"Smoky Mountain Customs","456 Elm St, Gatlinburg, TN","Custom upfitting solutions for police vehicles","555-555-5556","http://www.smokymountaincustoms.com"
"Creative Werks","Greeneville, TN","Specializes in outfitting police vehicles with the latest technology and equipment.","555-555-5555","http://www.creativewerks.com"
"Rescue Vehicles of America","Greeneville, TN","Provides customized solutions for police vehicle upfitting.","555-555-5555","http://www.rescuevehicles.com"
"Advanced Fleet Services","Greeneville, TN","Offers a wide range of services for police car installation and upfitting.","555-555-5555","http://www.advancedfleet.com"
"Jackson Interceptor Systems","Jackson, MS","Specializes in outfitting and installing police equipment for law enforcement vehicles.","555-555-5555","http://www.jacksoninterceptorsystems.com"
"Jackson Police Equipment","Jackson, MS","Provides a wide range of police vehicle upfitting services and equipment installation.","555-555-5555","http://www.jacksonpoliceequipment.com"
"Jackson Emergency Vehicle Solutions","Jackson, MS","Specializes in designing and outfitting emergency vehicles for law enforcement agencies.","555-555-5555","http://www.jacksemergencyvehiclesolutions.com"
"BMS Upfitting","Johnson City, TN","Specializing in police vehicle equipment installation","555-555-5555","http://www.bmsupfitting.com"
"Freedom Motors","Johnson City, TN","Offering comprehensive police car services","444-444-4444","http://www.freedommotors.com"
"First Priority Emergency Vehicles","Johnson City, TN","Providing top-notch emergency vehicle solutions","333-333-3333","http://www.firstpriority.com"
"Integrative Vehicle Upfit Solutions","Jonesborough, TN","Specializes in customizing police vehicles with lighting, communication equipment, and storage solutions.","423-555-1234","https://www.integrativeupfits.com"
"Trusted Police Vehicle Installations","Jonesborough, TN","Offers a wide range of police vehicle installation services including sirens, radios, and camera systems.","423-555-5678","http://www.trustedinstallations.com"
"Setina Manufacturing","Jamestown, NC","Specializes in providing high-quality police vehicle equipment including push bumpers, prisoner partitions, and gun racks.","800-426-2627","https://www.setina.com/"
"Pro-gard Products, LLC","Indianapolis, IN","Offers a wide range of law enforcement vehicle equipment such as gun racks, partitions, and organizers.","800-480-6680","https://www.pro-gard.com/"
"Lautner's Emergency Vehicle Supply","218 N Seven Oaks Dr, Knoxville, TN 37922","Specializes in outfitting police cars with emergency equipment and supplies.","865-555-1234","lautnersemergencyvehiclesupply.com"
"Knoxville Upfitters","3320 Hackworth Rd, Knoxville, TN 37931","Provides customization and upfitting services for police vehicles.","865-555-5678","knoxvilleupfitters.com"
"Volunteer Emergency Equipment","7600 Chapman Hwy, Knoxville, TN 37920","Offers a wide range of equipment and accessories for police vehicles.","865-555-9012","volunteeremergencyequipment.com"
"Ahmad Ezzeddine for Police Equipment","Beirut","Specializes in outfitting police vehicles with equipment such as lights, sirens, and communication systems.","+961 3 123456","www.ezzeddinepoliceequip.com"
"Carabinieri Lebanon","Tripoli","Offers installation services for police vehicles including partitions, gun racks, and computer mounts.","+961 70 987654","www.carabinierileb.com"
"SafeComm Lebanon","Sidon","Specializes in outfitting police cars with communication systems, surveillance equipment, and emergency lighting.","+961 1 555555","www.safecommleb.com"
"Tennessee Automotive Specialties","Maryville, TN","Specializes in outfitting police vehicles with lighting, sirens, cages, and other necessary equipment.","865-555-1234","http://www.tnaspecialties.com"
"Upfitter One","Maryville, TN","Offers a wide range of upfitting services for police cars including lighting, K9 units, and communication systems.","865-555-5678","http://www.upfitterone.com"
"Volunteer Upfitters","Maryville, TN","Provides custom upfitting solutions for police vehicles tailored to the specific needs of each department.","865-555-9012","http://www.volunteerupfitters.com"
"CTech Manufacturing","Memphis, TN","Specializes in custom storage solutions for police vehicles.","1-800-564-8510","https://www.ctechmanufacturing.com/"
"Grafix Shoppe","Memphis, TN","Provides vehicle graphics and markings for police cars.","1-888-683-9665","https://www.grafixshoppe.com/"
"Westin Automotive","Memphis, TN","Offers push bars, brush guards, and other accessories for police vehicles.","1-800-345-8476","https://www.westinautomotive.com/"
"Armortek","Morristown, NJ","Specializes in outfitting law enforcement vehicles with protective gear and equipment.","555-555-5555","http://www.armortek.com"
"Morristown Emergency Vehicle Upfitters","Morristown, NJ","Provides customized upfitting services for police cars, fire trucks, and ambulances.","888-888-8888","http://www.mevu.com"
"Pro-gard Products, LLC","Murfreesboro, TN","Specializes in law enforcement vehicle equipment such as prisoner partitions, push bumpers, and gun racks.","(800) 480-6680","http://www.pro-gard.com"
"Setina Manufacturing","Murfreesboro, TN","Offers a wide range of police vehicle partitions, push bumpers, and gun racks.","(800) 426-2627","http://www.setina.com"
"Tennessee Outfitters","Murfreesboro, TN","Provides comprehensive upfitting services for police vehicles including lighting, storage solutions, and communication devices.","(615) 956-4204","http://www.tennesseeoutfitters.com"
"Fleetpro Inc.","Nashville, TN","Specializes in outfitting and upfitting law enforcement vehicles with the latest technology and equipment.","615-555-1234","https://www.fleetpro.com"
"InterMotive Vehicle Controls","Nashville, TN","Provides advanced control systems for law enforcement vehicles to enhance safety and efficiency.","615-555-5678","https://www.intermotive.net"
"Emergency & Law Enforcement Vehicle Services","Nashville, TN","Offers comprehensive services for police vehicle upfitting, maintenance, and repair.","615-555-9012","https://www.elvs.com"
"CHP Motorsports","Norris, TN","Specializes in outfitting police vehicles with lights, sirens, and communication equipment.","865-555-1234","http://www.chpmotorsports.com"
"Code 3 Police Supply","Norris, TN","Offers a wide range of upfitting services for law enforcement vehicles.","865-555-5678","http://www.code3policesupply.com"
"Cop Cars Unlimited","Norris, TN","Provides installation of police equipment such as cameras and computers.","865-555-9012","http://www.copcarsunlimited.com"
